country,calendar_year,exports_1k_bags,exports_kg,exports_lb
Liberia,2014.0,1.3456667,80740.002,178001.23489741422
Madagascar,2014.0,137.8095917,8268575.501999999,18229088.60218392
Malawi,2014.0,25.5353073,1532118.438,3377742.967768287
Mexico,2014.0,2479.5268094,148771608.56399998,327985253.7292076
Nepal,2014.0,0.8629222,51775.331999999995,114145.06818099419
Nicaragua,2014.0,1900.6373843,114038243.05799998,251411290.4016955
Nigeria,2014.0,1.4323063,85938.378,189461.69222389636
Panama,2014.0,51.0247939,3061487.6339999996,6749424.8944304325
Papua New Guinea,2014.0,806.83394,48410036.4,106725861.37202193
Paraguay,2014.0,0.0460641,2763.8459999999995,6093.237414909634
Peru,2014.0,2719.88985,163193391.0,359779841.5350122
Philippines,2014.0,12.0375383,722252.298,1592293.7548539473
Rwanda,2014.0,255.6826782,15340960.692,33821028.98249483
Sierra Leone,2014.0,24.0319576,1441917.4559999998,3178883.8423380014
Sri Lanka,2014.0,2.3383577,140301.462,309311.77700382815
Tanzania,2014.0,717.9569368,43077416.208000004,94969446.26300466
Thailand,2014.0,27.3704621,1642227.726,3620492.3949688836
Timor-Leste,2014.0,111.0623633,6663741.7979999995,14691035.914038192
Togo,2014.0,133.9686333,8038117.998,17721016.775490433
Trinidad & Tobago,2014.0,2.137128,128227.68000000001,282693.6440753428
Uganda,2014.0,3442.351,206541060.0,455345093.2168782
Venezuela,2014.0,0.0820858,4925.148,10858.092696759284
Viet Nam,2014.0,26097.1441598,1565828649.5879998,3452061262.822541
Yemen,2014.0,56.9890456,3419342.736,7538360.347644073
Zambia,2014.0,5.2441874,314651.24400000006,693687.2505156442
Zimbabwe,2014.0,11.3021925,678131.55,1495024.1557202046
Angola,2015.0,10.515,630900.0,1390896.412125165
Bolivia (Plurinational State of),2015.0,30.2801583,1816809.498,4005379.318882742
Brazil,2015.0,37562.8467468,2253770804.8080006,4968714100.744799
Burundi,2015.0,230.18855,13811313.0,30448733.07725099
Cameroon,2015.0,390.1427167,23408563.002,51607047.53921015
Central African Republic,2015.0,43.214,2592840.0,5716233.718837554
Colombia,2015.0,12716.3846704,762983080.2240001,1682089758.750624
Congo,2015.0,0.0020367,122.20199999999998,269.40929363531365
Costa Rica,2015.0,1128.190321,67691419.26,149234034.2057288
Côte d'Ivoire,2015.0,1418.3751666,85102509.996,187618918.71339738
Cuba,2015.0,12.79605,767763.0,1692627.6780194216
Democratic Republic of Congo,2015.0,128.285,7697100.0,16969200.782641634
Dominican Republic,2015.0,19.1439671,1148638.026,2532313.3764367285
Ecuador,2015.0,869.0484943,52142909.658,114955438.20110765
El Salvador,2015.0,575.8640571,34551843.426,76173775.6435788
Equatorial Guinea,2015.0,0.0,0.0,0.0
Ethiopia,2015.0,2984.9748167,179098489.002,394844580.39296263
Gabon,2015.0,0.0,0.0,0.0
Ghana,2015.0,40.0215698,2401294.188,5293947.488581727
Guatemala,2015.0,2960.8620078,177651720.468,391655001.75432545
Guinea,2015.0,151.692689,9101561.34,20065508.0243194
Guyana,2015.0,1.9760867,118565.202,261391.5264934149
Haiti,2015.0,2.6611461,159668.766,352009.37352647417
Honduras,2015.0,5029.6670058,301780020.34800005,665311059.6815542
India,2015.0,5262.2938866,315737633.19600004,696082328.7132792
Indonesia,2015.0,8378.6875964,502721255.784,1108310652.9862466
Jamaica,2015.0,11.8739809,712438.8539999999,1570658.8142132892
Kenya,2015.0,712.0561288,42723367.728,94188902.97476503
Lao People's Democratic Republic,2015.0,403.1699016,24190194.096,53330249.13098391
Liberia,2015.0,3.5200001,211200.006,465616.3109624557
Madagascar,2015.0,59.3255179,3559531.074,7847422.728918427
Malawi,2015.0,17.8592197,1071553.182,2362370.38555255
Mexico,2015.0,2457.9965011,147479790.06599998,325137281.44519246
Nepal,2015.0,2.0245748,121474.488,267805.4042224464
Nicaragua,2015.0,1753.1587845,105189527.07,231903210.96022493
Nigeria,2015.0,2.8628523,171771.138,378690.53661571816
Panama,2015.0,49.7142205,2982853.23,6576065.708516341
Papua New Guinea,2015.0,711.4821,42688926.0,94112971.96208063
Paraguay,2015.0,0.0,0.0,0.0
Peru,2015.0,2789.83914,167390348.4,369032548.761993
Philippines,2015.0,14.8310425,889862.55,1961811.108067127
Rwanda,2015.0,262.6835499,15761012.993999999,34747085.7898442
Sierra Leone,2015.0,54.0397454,3242384.724,7148234.711271268
Sri Lanka,2015.0,0.482531,28951.86,63827.92550063414
Tanzania,2015.0,708.912463,42534747.78,93773067.17047207
Thailand,2015.0,578.3290715,34699744.29000001,76499841.23414437
Timor-Leste,2015.0,67.6860052,4061160.312,8953325.894794604
Togo,2015.0,178.1048167,10686289.002,23559234.477436062
Trinidad & Tobago,2015.0,1.9322738,115936.428,255596.07186528377
Uganda,2015.0,3595.607,215736420.0,475617391.88893276
Venezuela,2015.0,0.50364,30218.399999999998,66620.16823611203
Viet Nam,2015.0,21943.5021749,1316610130.494,2902628477.8439527
Yemen,2015.0,52.2324134,3133944.804,6909165.610527664
Zambia,2015.0,2.9395502,176373.012,388835.93213902146
Zimbabwe,2015.0,11.0690096,664140.576,1464179.3379380892
Angola,2016.0,10.945,656700.0,1447775.675768895
Bolivia (Plurinational State of),2016.0,22.4563417,1347380.502,2970465.5349488095
Brazil,2016.0,34269.1502534,2056149015.2040002,4533032632.813338
Burundi,2016.0,204.2708313,12256249.877999999,27020405.7400851
Cameroon,2016.0,281.1289667,16867738.002,37186996.77864812
Central African Republic,2016.0,80.018,4801080.0,10584569.577311598
Colombia,2016.0,12831.3907266,769883443.5960001,1697302455.9395204
Congo,2016.0,0.0,0.0,0.0
Costa Rica,2016.0,1006.9283536,60415701.216000006,133193821.61572416
Côte d'Ivoire,2016.0,1432.0436,85922615.99999999,189426942.96213073
Cuba,2016.0,15.4021,924126.0,2037349.0850397532
Democratic Republic of Congo,2016.0,170.9553333,10257319.998,22613519.707145195
Dominican Republic,2016.0,19.3625362,1161752.1720000003,2561225.1193745728
Ecuador,2016.0,922.6263392,55357580.352,122042573.93489829
El Salvador,2016.0,495.9930146,29759580.876,65608645.21600424
Equatorial Guinea,2016.0,0.0,0.0,0.0
Ethiopia,2016.0,3000.72445,180043467.0,396927900.26450396
Gabon,2016.0,0.0,0.0,0.0
Ghana,2016.0,26.8017133,1608102.798,3545259.8067310806
Guatemala,2016.0,2991.1207581,179467245.48599997,395657549.27954286
Guinea,2016.0,250.0291659,15001749.954000002,33073197.315925602
Guyana,2016.0,1.9671328,118027.968,260207.1282637879
Haiti,2016.0,1.2770179,76621.074,168920.55305084286
Honduras,2016.0,5305.953308,318357198.48,701857481.5977985
India,2016.0,6086.1197369,365167184.214,805055835.0754505
Indonesia,2016.0,6545.3920455,392723522.73,865807162.3431808
Jamaica,2016.0,11.2239986,673439.916,1484680.8732703638
Kenya,2016.0,727.0431516,43622589.096,96171346.74470875
Lao People's Democratic Republic,2016.0,385.7797409,23146784.454,51029924.6303743
Liberia,2016.0,2.955,177300.0,390879.590854005
Madagascar,2016.0,75.7958404,4547750.424,10026073.463278329
Malawi,2016.0,22.1486775,1328920.6500000001,2929768.5276336065
Mexico,2016.0,2232.9130734,133974784.40400001,295363840.454535
Nepal,2016.0,2.0712779,124276.674,273983.1668686777
Nicaragua,2016.0,1963.4673074,117808038.444,259722266.5894169
Nigeria,2016.0,1.4005618,84033.708,185262.61365473733
Panama,2016.0,55.585032,3335101.92,7352641.139007369
Papua New Guinea,2016.0,1133.1803071,67990818.426,149894096.3800554
Paraguay,2016.0,0.0093713,562.2780000000001,1239.6107985685746
Peru,2016.0,3959.5835934,237575015.604,523763253.78694516
Philippines,2016.0,12.9434741,776608.446,1712128.5483713741
Rwanda,2016.0,244.3354621,14660127.726,32320049.22395
Sierra Leone,2016.0,25.806877,1548412.62,3413665.4900100282
Sri Lanka,2016.0,1.4493613,86961.678,191717.68255283547
Tanzania,2016.0,904.7976535,54287859.21,119684242.50617388
Thailand,2016.0,130.9525718,7857154.307999999,17322060.13078298
Timor-Leste,2016.0,67.8533082,4071198.492,8975456.293504806
Togo,2016.0,74.8768333,4492609.998,9904509.632740283
Trinidad & Tobago,2016.0,1.7645473,105872.838,233409.6536942603
Uganda,2016.0,3543.097,212585820.0,468671507.85653216
Venezuela,2016.0,0.0,0.0,0.0
Viet Nam,2016.0,29721.2905333,1783277431.9980001,3931453767.6173663
Yemen,2016.0,37.9012596,2274075.5760000004,5013478.45864617
Zambia,2016.0,9.7911194,587467.164,1295143.3993484639
Zimbabwe,2016.0,12.2870778,737224.6680000001,1625302.180458656
Angola,2017.0,9.055,543300.0,1197771.470451105
Bolivia (Plurinational State of),2017.0,26.1199916,1567199.4959999998,3455083.461833518
Brazil,2017.0,30924.5678492,1855474070.952,4090620111.076891
Burundi,2017.0,168.8762643,10132575.858000001,22338505.954157975
Cameroon,2017.0,245.0171167,14701027.002,32410216.693036888
Central African Republic,2017.0,18.1126667,1086760.0019999999,2395895.684930951
Colombia,2017.0,12984.5957468,779075744.808,1717568011.1383545
Congo,2017.0,0.0,0.0,0.0
Costa Rica,2017.0,987.1546413,59229278.478,130578207.20845214
Côte d'Ivoire,2017.0,854.6205832,51277234.992000006,113046952.24928162
Cuba,2017.0,15.1269672,907618.0319999999,2000955.245346177
Democratic Republic of Congo,2017.0,88.6189908,5317139.448,11722285.910591822
Dominican Republic,2017.0,24.3960478,1463762.868,3227044.7318168357
Ecuador,2017.0,695.1462968,41708777.808,91952115.08523205
El Salvador,2017.0,527.1010812,31626064.871999994,69723538.0569068
Equatorial Guinea,2017.0,0.0,0.0,0.0
Ethiopia,2017.0,3773.4063333,226404379.998,499136217.82951444
Gabon,2017.0,0.0,0.0,0.0
Ghana,2017.0,16.8556397,1011338.382,2229619.475302377
Guatemala,2017.0,3382.6661913,202959971.478,447450144.45042956
Guinea,2017.0,215.6914713,12941488.277999999,28531097.8180854
Guyana,2017.0,0.8115381,48692.286,107348.11522519005
Haiti,2017.0,1.886211,113172.66,249503.00641093863
Honduras,2017.0,7340.8439517,440450637.102,971027438.3633142
India,2017.0,6541.5010488,392490062.928,865292471.5823988
Indonesia,2017.0,8197.5739739,491854438.43399996,1084353421.6289244
Jamaica,2017.0,10.2324055,613944.3300000001,1353515.5584745419
Kenya,2017.0,709.6382353,42578294.118,93869070.41232559
Lao People's Democratic Republic,2017.0,385.5876533,23135259.198,51004515.79027408
Liberia,2017.0,11.0116667,660700.002,1456594.1706655403
Madagascar,2017.0,57.5361834,3452171.004,7610734.289913028
Malawi,2017.0,12.6223955,757343.73,1669657.1196742584
Mexico,2017.0,2910.6499645,174638997.86999997,385013085.3614159
Nepal,2017.0,0.9745111,58470.666,128905.75297823564
Nicaragua,2017.0,2448.6379304,146918275.824,323899354.44478834
Nigeria,2017.0,2.57984,154790.4,341254.41748521023
Panama,2017.0,50.1411407,3008468.4420000003,6632537.584355026
Papua New Guinea,2017.0,794.1003952,47646023.712000005,105041501.71667673
Paraguay,2017.0,0.002358,141.48,311.910008539338
Peru,2017.0,3945.8232277,236749393.662,521943068.97651625
Philippines,2017.0,8.5486409,512918.454,1130791.6268527287
Rwanda,2017.0,245.9412701,14756476.206,32532461.26253886
Sierra Leone,2017.0,34.973872,2098432.3200000003,4626251.363093179
Sri Lanka,2017.0,1.6893049,101358.29400000001,223456.78786452315
Tanzania,2017.0,664.0793199,39844759.194,87842657.48125817
Thailand,2017.0,141.1263307,8467579.842000002,18667818.071994253
Timor-Leste,2017.0,86.2778885,5176673.3100000005,11412611.08515312
Togo,2017.0,27.3287667,1639726.002,3614977.0376448585
Trinidad & Tobago,2017.0,1.7999997,107999.982,238099.2034765928
Uganda,2017.0,4774.033,286441980.0,631496468.9555053
Venezuela,2017.0,0.0,0.0,0.0
Viet Nam,2017.0,25092.1586831,1505529520.986,3319124439.82873
Yemen,2017.0,46.4221011,2785326.066,6140592.854332066
Zambia,2017.0,12.5689814,754138.8840000001,1662591.6436831132
Zimbabwe,2017.0,2.3491934,140951.604,310745.09476444294
Angola,2018.0,9.3233967,559403.8019999999,1233274.276638098
Bolivia (Plurinational State of),2018.0,22.4596336,1347578.016,2970900.9787813416
Brazil,2018.0,35637.3585892,2138241515.3519998,4714015615.723843
Burundi,2018.0,201.7252364,12103514.184,26683681.173928745
Cameroon,2018.0,287.41525,17244915.0,38018529.7208804
Central African Republic,2018.0,38.528,2311680.0,5096382.022478208
Colombia,2018.0,12807.9726245,768478357.47,1694204771.280493
Congo,2018.0,0.0130833,784.998,1730.6243489070064
Costa Rica,2018.0,1207.9462959,72476777.75400001,159783943.79526326
Côte d'Ivoire,2018.0,1522.4575667,91347454.00199999,201386663.5412115
Cuba,2018.0,33.3468849,2000813.0939999998,4411037.80912609
Democratic Republic of Congo,2018.0,187.9996667,11279980.002,24868099.08642481
Dominican Republic,2018.0,32.2031773,1932190.638,4259751.190261585
Ecuador,2018.0,482.6993325,28961959.950000003,63850192.0788837
El Salvador,2018.0,571.4240657,34285443.942,75586465.31470324
Equatorial Guinea,2018.0,0.0580008,3480.048,7672.192545923848
Ethiopia,2018.0,3589.04802,215342881.2,474749787.347877
Gabon,2018.0,0.0168127,1008.762,2223.9395252626496
Ghana,2018.0,12.400351,744021.06,1640285.6600088163
Guatemala,2018.0,3327.4896563,199649379.37800002,440151538.2150517
Guinea,2018.0,156.5050078,9390300.468,20702068.837721445
Guyana,2018.0,1.1789453,70736.71800000001,155947.7686982241
Haiti,2018.0,2.0191244,121147.46399999999,267084.4397141585
Honduras,2018.0,7143.8844713,428633068.278,944974158.7986544
India,2018.0,5967.2246041,358033476.246,789328701.1115263
Indonesia,2018.0,4538.8390548,272330343.288,600385635.4289011
Jamaica,2018.0,9.7515687,585094.122,1289911.7372726637
Kenya,2018.0,753.0309147,45181854.88200001,99608939.37000108
Lao People's Democratic Republic,2018.0,361.0216345,21661298.07,47754987.74375775
Liberia,2018.0,7.7333333,463999.998,1022944.8921291548
Madagascar,2018.0,6.4774326,388645.956,856817.6664881198
Malawi,2018.0,12.079999,724799.9400000001,1597910.3440395228
Mexico,2018.0,2888.1404815,173288428.89000002,382035590.4357391
Nepal,2018.0,1.8452526,110715.156,244085.13749925175
Nicaragua,2018.0,2300.0350324,138002101.944,304242555.80859226
Nigeria,2018.0,3.0129175,180775.05,398540.7646960648
Panama,2018.0,46.8935146,2813610.876,6202950.186312796
Papua New Guinea,2018.0,869.9459834,52196759.004,115074155.68747108
Paraguay,2018.0,0.0135363,812.1779999999999,1790.545991768889
Peru,2018.0,4063.938661,243836319.66000003,537567066.351084
Philippines,2018.0,3.9927242,239563.45200000002,528147.0056476766
Rwanda,2018.0,350.3721832,21022330.992,46346306.46898155
Sierra Leone,2018.0,26.546347,1592780.82,3511480.6274207933
Sri Lanka,2018.0,1.5379155,92274.93000000001,203431.39810762525
Tanzania,2018.0,856.0041365,51360248.19,113229965.02350451
Thailand,2018.0,258.1336572,15488019.432,34145238.00743959
Timor-Leste,2018.0,128.6684667,7720108.002,17019924.744334407
Togo,2018.0,111.04435,6662660.999999999,14688653.162317742
Trinidad & Tobago,2018.0,2.8705688,172234.128,379711.2548434085
Uganda,2018.0,4223.182,253390920.0,558631354.4033836
Venezuela,2018.0,71.7729963,4306379.778,9493942.27685618
Viet Nam,2018.0,31385.0655789,1883103934.7340002,4151533533.809323
Yemen,2018.0,42.1181308,2527087.848,5571275.037103035
Zambia,2018.0,26.168988,1570139.2799999998,3461564.576143271
Zimbabwe,2018.0,4.8053098,288318.588,635633.68140465
Angola,2019.0,23.3571778,1401430.6679999998,3089625.7536271564
Bolivia (Plurinational State of),2019.0,20.3419549,1220517.294,2690780.036711547
Brazil,2019.0,40697.8637087,2441871822.5220003,5383405859.59009
Burundi,2019.0,292.8872914,17573237.483999997,38742356.89636877
Cameroon,2019.0,249.9023999,14994143.994,33056429.044448715
Central African Republic,2019.0,19.2733333,1156399.9980000001,2549425.5954980953
Colombia,2019.0,13672.2255993,820333535.9580001,1808525870.8352075
Congo,2019.0,0.0005553,33.318,73.4536165147983
Costa Rica,2019.0,1039.1443612,62348661.672000006,137455269.96416327
Côte d'Ivoire,2019.0,2104.2571598,126255429.588,278345576.2010946
Cuba,2019.0,22.4859929,1349159.574,2974387.717325909
Democratic Republic of Congo,2019.0,204.5274071,12271644.426,27054344.90885906
Dominican Republic,2019.0,27.3764164,1642584.9840000002,3621280.0140375206
Ecuador,2019.0,506.2668567,30376011.402,66967641.89842273
El Salvador,2019.0,545.8333946,32750003.676,72201398.96978025
Equatorial Guinea,2019.0,0.0,0.0,0.0
Ethiopia,2019.0,3921.2497734,235274986.40399998,518692557.3817096
Gabon,2019.0,0.03,1800.0,3968.32071933
Ghana,2019.0,10.1549369,609296.2139999999,1343268.2167919585
Guatemala,2019.0,3613.1879915,216791279.49,477942958.98345995
Guinea,2019.0,68.9079607,4134477.6420000005,9114962.939086247
Guyana,2019.0,0.6464431,38786.586,85509.7849199305
Haiti,2019.0,1.8611867,111671.202,246192.85813838098
Honduras,2019.0,6764.5646073,405873876.438,894798729.6131666
India,2019.0,6027.8611523,361671669.138,797349543.4638833
Indonesia,2019.0,6333.8728885,380032373.31,837827967.2345701
Jamaica,2019.0,9.405321,564319.26,1244111.006541652
Kenya,2019.0,835.8867766,50153206.596,110568893.81985824
Lao People's Democratic Republic,2019.0,575.3368254,34520209.524,76104034.8276122
Liberia,2019.0,0.5833333,34999.998,77161.78735550476
Madagascar,2019.0,4.0040167,240241.002,529640.7477051112
Malawi,2019.0,15.6594366,939566.196,2071388.890427151
Mexico,2019.0,2626.9848561,157619091.366,347490614.46092564
Nepal,2019.0,1.2407212,74443.27200000001,164119.32149573273
Nicaragua,2019.0,2954.389526,177263371.56,390798838.96657795
Nigeria,2019.0,2.1935393,131612.358,290155.5817618208
Panama,2019.0,50.691857,3041511.42,6705384.881147116
Papua New Guinea,2019.0,787.073434,47224406.04,104111993.85921377
Paraguay,2019.0,0.0006743,40.458,89.1946220348073
Peru,2019.0,3771.9458818,226316752.908,498943033.16461354
Philippines,2019.0,7.0860156,425160.936,937319.4174325201
Rwanda,2019.0,388.8660001,23331960.006,51438166.841327064
Sierra Leone,2019.0,46.740111,2804406.6599999997,6182658.3635028
Sri Lanka,2019.0,0.9553168,57319.007999999994,126366.78169880112
Tanzania,2019.0,1069.2142865,64152857.19000001,141432840.21738645
Thailand,2019.0,174.2986935,10457921.610000001,23055770.558939975
Timor-Leste,2019.0,117.1977167,7031863.002,15502604.247959252
Togo,2019.0,58.49345,3509607.0000000005,7737358.986003114
Trinidad & Tobago,2019.0,2.4710825,148264.95,326868.2627974592
Uganda,2019.0,4526.143,271568580.0,598706234.8516815
Venezuela,2019.0,53.2333949,3194003.694,7041572.798064865
Viet Nam,2019.0,27400.1618174,1644009709.0440001,3624420995.099439
Yemen,2019.0,12.1805242,730831.452,1611207.5518386825
Zambia,2019.0,27.2767848,1636607.088,3608101.0092848535
Zimbabwe,2019.0,6.2683128,376098.76800000004,829155.851982715
